name,locality,cuisines,rating,price_for_two,votes,city,source,price_band,primary_cuisine
MKT,Connaught Place,"Asian, European, Japanese, North Indian, Mexican, Thai, Pizza, Pasta",,,,New Delhi,scraped,Unknown,Asian
Penthouse Dutyfree - PHD,Connaught Place,"North Indian, Chinese, Fast Food, Asian",,,,New Delhi,scraped,Unknown,North Indian
One8 Commune,Connaught Place,"North Indian, Italian, Asian, Continental",,,,New Delhi,scraped,Unknown,North Indian
Uncultured Cafe And Bar,Connaught Place,"Continental, Chinese, Italian, Finger Food, Fast Food, North Indian, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Continental
Galaxy Pizza,Connaught Place,Pizza,,,,New Delhi,scraped,Unknown,Pizza
Congo,Connaught Place,"Continental, Asian",,,,New Delhi,scraped,Unknown,Continental
Manhattan Bar & Brewery,Connaught Place,"Chinese, North Indian, Continental, Japanese, Italian",,,,New Delhi,scraped,Unknown,Chinese
Comorin,Connaught Place,"North Indian, Modern Indian, South Indian, Seafood, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Sovana by Trees & Treats,Connaught Place,"Continental, North Indian, Chinese, Mughlai, Beverages",,,,New Delhi,scraped,Unknown,Continental
Coba,Connaught Place,"North Indian, Continental, Chinese, Mexican, Mediterranean, Italian, Bar Food",,,,New Delhi,scraped,Unknown,North Indian
Vandy's Waffle,Connaught Place,"Waffle, Pancake, Sandwich, Shake, Beverages",,,,New Delhi,scraped,Unknown,Waffle
The Barbeque Company,Connaught Place,"BBQ, North Indian, Fast Food, Desserts, Beverages",,,,New Delhi,scraped,Unknown,BBQ
Dearie,Connaught Place,"North Indian, Chinese, Pizza, Italian, Asian, Biryani, Sushi, Alcoholic Beverages",,,,New Delhi,scraped,Unknown,North Indian
Sambar Ritual,Connaught Place,"South Indian, Chettinad",,,,New Delhi,scraped,Unknown,South Indian
The Autumn House,Connaught Place,"Cafe, Coffee, Mexican, European, Italian, North Indian, Salad, Beverages",,,,New Delhi,scraped,Unknown,Cafe
Tulsi - Purely Vegetarian,Connaught Place,"North Indian, Kebab, Biryani, Beverages, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Beerlin,Connaught Place,"North Indian, Mughlai, Continental, Lebanese, Kebab, Asian, Italian, Mexican",,,,New Delhi,scraped,Unknown,North Indian
The BBQ Industry,Connaught Place,"North Indian, Continental, Chinese",,,,New Delhi,scraped,Unknown,North Indian
Clock Tower,Connaught Place,"Bar Food, North Indian, Asian, Pizza, Pasta, Continental, Beverages",,,,New Delhi,scraped,Unknown,Bar Food
Bizou-Bizou,Connaught Place,"European, Asian",,,,New Delhi,scraped,Unknown,European
Navvos,Connaught Place,"Italian, Oriental, Arabian",,,,New Delhi,scraped,Unknown,Italian
Rooh,Connaught Place,"Modern Indian, North Indian, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Modern Indian
Soi 7 Pub & Brewery,Connaught Place,"Chinese, Japanese, Salad, Seafood, Pizza, Pasta, Beverages, Desserts",,,,New Delhi,scraped,Unknown,Chinese
QBA,Connaught Place,"North Indian, Italian, Continental, Pizza, Mughlai, Fast Food, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
The Yellow Chilli,Connaught Place,"North Indian, Mughlai, Chinese, Seafood, Biryani, Salad, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Odella,Connaught Place,"Asian, Mediterranean, Sushi, North Indian, Desserts",,,,New Delhi,scraped,Unknown,Asian
Qavalli,Connaught Place,"North Indian, Mughlai",,,,New Delhi,scraped,Unknown,North Indian
Seasonal Tastes - The Westin Gurgaon,Connaught Place,"North Indian, Asian, Sichuan, Kebab, Desserts, Rolls",,,,New Delhi,scraped,Unknown,North Indian
Melt House,Connaught Place,"Cafe, Continental, Sandwich, Italian, Desserts, Coffee, Beverages, Bar Food",,,,New Delhi,scraped,Unknown,Cafe
Copper Chimney,Connaught Place,"North Indian, Mughlai, Biryani, Kebab, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Open Tap Golf Course Road,Connaught Place,"Finger Food, North Indian, Biryani, Continental, Chinese, Desserts, Beverages, Rolls",,,,New Delhi,scraped,Unknown,Finger Food
The Big Chill,Connaught Place,"Italian, Pasta, Pizza, Salad, Waffle, Desserts, Ice Cream",,,,New Delhi,scraped,Unknown,Italian
Addoni's,Connaught Place,Unknown,,,,New Delhi,scraped,Unknown,Unknown
Poiz,Connaught Place,"North Indian, Continental, Italian, Chinese",,,,New Delhi,scraped,Unknown,North Indian
Bella Ciao,Connaught Place,"North Indian, Continental, Chinese, Pizza, Sandwich, Asian, Fast Food, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Elito Coffee Eatery,Connaught Place,"Asian, Pasta, Pizza, Mexican, Pancake, Coffee, Desserts, Shake",,,,New Delhi,scraped,Unknown,Asian
Gola Sizzlers - Naresh Gola Group,Connaught Place,"North Indian, Chinese, Salad, Pasta, Pizza, Desserts, Shake, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Potions - Cocktail Theatre,Connaught Place,"Bar Food, North Indian, Continental",,,,New Delhi,scraped,Unknown,Bar Food
Asur - Microbrewery,Connaught Place,"Bar Food, Salad, Asian, Italian, North Indian, Burger",,,,New Delhi,scraped,Unknown,Bar Food
Bombay Brasserie,Connaught Place,"Modern Indian, Biryani, North Indian, Desserts, South Indian, Beverages",,,,New Delhi,scraped,Unknown,Modern Indian
Avatar,Connaught Place,"Asian, European, Turkish, Modern Indian",,,,New Delhi,scraped,Unknown,Asian
Molecule Air Bar,Connaught Place,"North Indian, Continental, Asian, Italian, Chinese, Bar Food, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Flow Brew & Dine,Connaught Place,"European, Asian, Japanese, Pasta, Pizza, North Indian, Desserts, Beverages",,,,New Delhi,scraped,Unknown,European
Khi Khi,Connaught Place,"Modern Indian, Bar Food, Continental, Desserts",,,,New Delhi,scraped,Unknown,Modern Indian
Sonam Restaurant,Connaught Place,"Tibetan, Chinese, Momos, Fast Food",,,,New Delhi,scraped,Unknown,Tibetan
Peach,Connaught Place,"Continental, Salad, Chinese, Beverages",,,,New Delhi,scraped,Unknown,Continental
Kogai - Fine Japanese Dining,Connaught Place,"Japanese, Sushi, Salad, Asian",,,,New Delhi,scraped,Unknown,Japanese
Bellagio,Connaught Place,"European, Italian, Arabian, Mughlai, Modern Indian, Salad, Desserts",,,,New Delhi,scraped,Unknown,European
Haldirams,Connaught Place,"Mithai, North Indian, South Indian, Chinese, Fast Food, Street Food, Bakery, Desserts",,,,New Delhi,scraped,Unknown,Mithai
Deja Brew,Connaught Place,"Continental, Asian, Pasta, Pizza, Beverages, Burger, Desserts, Mediterranean",,,,New Delhi,scraped,Unknown,Continental
Open Tap 29,Connaught Place,"Bar Food, Oriental, Continental, Fast Food, North Indian, Beverages",,,,New Delhi,scraped,Unknown,Bar Food
Barish Lounge & Rooftop,Connaught Place,"North Indian, Chinese, Asian, Pizza, Fast Food, Desserts, Beverages, Biryani",,,,New Delhi,scraped,Unknown,North Indian
Cafe Wink,Connaught Place,"Cafe, Continental, Italian, Fast Food, Sandwich, Pizza, Beverages, Desserts",,,,New Delhi,scraped,Unknown,Cafe
Cafe De Flora,Connaught Place,"Continental, Italian, Pasta, Pizza, Coffee, Salad, Cafe",,,,New Delhi,scraped,Unknown,Continental
Saulé,Connaught Place,"North Indian, Asian, Continental, Italian, Mexican, European, Cafe, Coffee",,,,New Delhi,scraped,Unknown,North Indian
VietNom,Connaught Place,"Vietnamese, Asian, Chinese, Beverages, Desserts",,,,New Delhi,scraped,Unknown,Vietnamese
The Rooftop Heaven,Connaught Place,"North Indian, Chinese, Pizza, Kebab, Bar Food, Continental, Italian, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Rajwada Bhog,Connaught Place,"North Indian, Rajasthani, Gujarati, Kathiyawadi",,,,New Delhi,scraped,Unknown,North Indian
Olive Bar & Kitchen,Connaught Place,"Italian, Pizza, Mediterranean, Continental, European, Beverages, Desserts",,,,New Delhi,scraped,Unknown,Italian
Diablo,Connaught Place,"North Indian, Continental, Italian, Chinese, Seafood, Pizza",,,,New Delhi,scraped,Unknown,North Indian
KALSANG,Connaught Place,"Street Food, Tibetan",,,,New Delhi,scraped,Unknown,Street Food
Zythos Loft Bar And Brew,Connaught Place,"North Indian, Chinese, Korean, Asian, Italian, Continental, Salad, Sushi",,,,New Delhi,scraped,Unknown,North Indian
The Walk,Connaught Place,"North Indian, Chinese, Pasta, Pizza, Momos, Sandwich, Fast Food, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Grotto - Authentic Woodfired Pizzas,Connaught Place,"Pizza, Cafe, Italian, Coffee, Beverages",,,,New Delhi,scraped,Unknown,Pizza
RYU Rooftop Bar,Connaught Place,"North Indian, Asian, Italian, Sushi, Pasta, Pizza, Chinese, Bar Food",,,,New Delhi,scraped,Unknown,North Indian
Uncle's Delhi,Connaught Place,"North Indian, Bar Food, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Burma Burma - Cyber Hub,Connaught Place,"Asian, Burmese, Bubble Tea, Beverages, Desserts",,,,New Delhi,scraped,Unknown,Asian
Rooftop - The View,Connaught Place,"North Indian, Chinese, Continental, Italian, Asian, South American, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Punjab Grill,Connaught Place,"North Indian, Kebab, Biryani, Mughlai",,,,New Delhi,scraped,Unknown,North Indian
Farmer's Basket,Connaught Place,"North Indian, European, Continental, Mediterranean, Asian",,,,New Delhi,scraped,Unknown,North Indian
Matram,Connaught Place,"North Indian, Seafood, Desserts, Mughlai, Biryani",,,,New Delhi,scraped,Unknown,North Indian
Pirates Of Grill,Connaught Place,"Chinese, Asian, Oriental, North Indian, Salad, BBQ, Desserts",,,,New Delhi,scraped,Unknown,Chinese
Ping's Café Orient,Connaught Place,"Asian, Chinese, Thai, Seafood, Beverages",,,,New Delhi,scraped,Unknown,Asian
Glori,Connaught Place,"Turkish, Italian, Asian, North Indian, Pizza, Pasta, Sushi, Mexican",,,,New Delhi,scraped,Unknown,Turkish
Mayfair,Connaught Place,"North Indian, Asian, Italian, American, Mughlai, Bar Food, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Cafe Pink,Connaught Place,"Cafe, Italian, Continental",,,,New Delhi,scraped,Unknown,Cafe
145 Cafe And Bar,Connaught Place,"North Indian, Kebab, Seafood, Continental, Italian, Desserts, Beverages, Bar Food",,,,New Delhi,scraped,Unknown,North Indian
PCO,Connaught Place,"Italian, Fast Food, Continental",,,,New Delhi,scraped,Unknown,Italian
Jamun,Connaught Place,"North Indian, Mughlai, Fast Food, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Limitless,Connaught Place,"Modern Indian, Italian, Continental, Chinese, Arabian",,,,New Delhi,scraped,Unknown,Modern Indian
Unico,Connaught Place,"Pizza, Italian, Continental, Desserts",,,,New Delhi,scraped,Unknown,Pizza
Meraak,Connaught Place,"Cafe, Coffee, North Indian, Chinese, Asian, Continental, Biryani, Beverages",,,,New Delhi,scraped,Unknown,Cafe
The Irish House,Connaught Place,"Continental, BBQ, Burger, Fast Food, Asian, Mexican, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Continental
EasyTiger by Boraan,Connaught Place,"Thai, Alcoholic Beverages, Asian, Oriental, Beverages",,,,New Delhi,scraped,Unknown,Thai
Bean Brew & Beyond,Connaught Place,"Cafe, Coffee, Continental, Sandwich, Fast Food, Bakery, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Cafe
Sandoz BBQ,Connaught Place,"North Indian, BBQ",,,,New Delhi,scraped,Unknown,North Indian
Roohani-By Noiz,Connaught Place,"Bar Food, Asian, Italian, Pizza, Continental, North Indian, Coffee, Beverages",,,,New Delhi,scraped,Unknown,Bar Food
Quaff Brewing Co.,Connaught Place,"North Indian, Chinese, Pizza, Pasta",,,,New Delhi,scraped,Unknown,North Indian
Cecilia's Pizzeria,Connaught Place,"Pizza, Pasta, Italian, Coffee, Salad, Desserts",,,,New Delhi,scraped,Unknown,Pizza
Ingri at Museo,Connaught Place,"Continental, Sandwich",,,,New Delhi,scraped,Unknown,Continental
Kutumbh,Connaught Place,"North Indian, Biryani, Kebab, Chinese, Desserts, Beverages, Rolls, Salad",,,,New Delhi,scraped,Unknown,North Indian
La Vie Douce,Connaught Place,"Continental, Italian, Desserts, European, Coffee, Cafe",,,,New Delhi,scraped,Unknown,Continental
Cabaana Kitchen & Bar,Connaught Place,"North Indian, Chinese, Cafe",,,,New Delhi,scraped,Unknown,North Indian
Indus Flavour (Proudly Vegetarian),Connaught Place,"North Indian, Chinese, Fast Food",,,,New Delhi,scraped,Unknown,North Indian
Dramz,Connaught Place,"European, Asian, North Indian",,,,New Delhi,scraped,Unknown,European
AMA Cafe,Connaught Place,"Cafe, Continental, Fast Food, Street Food, Pizza, Burger, Desserts",,,,New Delhi,scraped,Unknown,Cafe
Connaught Royale,Connaught Place,"North Indian, Mughlai, Chinese, Oriental, Continental, Pasta, Pizza, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Thamel,Connaught Place,"Pizza, Burger, Sandwich, Pasta, Momos, Coffee, Tea, Beverages",,,,New Delhi,scraped,Unknown,Pizza
Castle's Barbeque,Connaught Place,"North Indian, BBQ, Mughlai, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Ikk Panjab,Connaught Place,"North Indian, Mughlai, Kebab",,,,New Delhi,scraped,Unknown,North Indian
Louve,Connaught Place,Unknown,,,,New Delhi,scraped,Unknown,Unknown
Cosy Box,Connaught Place,"Asian, Italian, Turkish, Japanese, European, Mediterranean, Kebab, Desserts",,,,New Delhi,scraped,Unknown,Asian
OLLY - Olive's All Day Cafe & Bar,Connaught Place,"Healthy Food, Continental, Desserts, Cafe, Pizza, Pasta, Italian, Burger",,,,New Delhi,scraped,Unknown,Healthy Food
Nando's- Flame Grilled PERi- PERi Chicken,Connaught Place,"Burger, Healthy Food, Portuguese",,,,New Delhi,scraped,Unknown,Burger
PORCHE,Connaught Place,"North Indian, Fast Food, Chinese, Pizza",,,,New Delhi,scraped,Unknown,North Indian
Daisy Mae - Cantina,Connaught Place,"Street Food, Mexican, Pizza, Desserts, Burger, Cafe",,,,New Delhi,scraped,Unknown,Street Food
BeeYoung Brewgarden,Connaught Place,"European, Asian, Italian, Modern Indian",,,,New Delhi,scraped,Unknown,European
Masala Synergy,Connaught Place,"North Indian, Mughlai, Biryani, Modern Indian, Fusion, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Stellar Binge,Connaught Place,"Chinese, Salad, Asian, Kebab, North Indian, Continental, Mughlai, Desserts",,,,New Delhi,scraped,Unknown,Chinese
Fiaba,Connaught Place,"Cafe, Italian, Bakery, Pizza, Continental, North Indian, Coffee, Desserts",,,,New Delhi,scraped,Unknown,Cafe
Club Encore by Vatavaran,Connaught Place,"North Indian, Italian, Oriental, Salad, Mughlai, Continental, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Martini's,Connaught Place,"Italian, North Indian, Chinese, Beverages, Sushi, Hot Pot",,,,New Delhi,scraped,Unknown,Italian
Cafe Hawkers,Connaught Place,"Chinese, Fast Food, Desserts, Beverages, Momos",,,,New Delhi,scraped,Unknown,Chinese
Magnolia Bakery,Connaught Place,"Bakery, Desserts",,,,New Delhi,scraped,Unknown,Bakery
Duty Free - Flaunt,Connaught Place,"North Indian, Chinese, Continental, Italian, Mexican, Bar Food, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Moti Mahal,Connaught Place,"North Indian, Mughlai, Chinese, Thai, Seafood",,,,New Delhi,scraped,Unknown,North Indian
KOKOY | GURUGRAM,Connaught Place,"Coffee, Cafe, Italian, Continental, Desserts, Sandwich, Mexican",,,,New Delhi,scraped,Unknown,Coffee
Aam,Connaught Place,"Continental, Chinese, North Indian, Biryani, Pasta, Pizza, Salad, Desserts",,,,New Delhi,scraped,Unknown,Continental
Adige Dosa House,Connaught Place,"South Indian, Beverages, Healthy Food, Kerala",,,,New Delhi,scraped,Unknown,South Indian
Soca - Brew Lounge,Connaught Place,"North Indian, Asian, Sandwich, Thai, Salad, Desserts, Coffee, Beverages",,,,New Delhi,scraped,Unknown,North Indian
The Lhasa Lounge,Connaught Place,"Street Food, Asian, Tibetan, Chinese, Momos, Thai, Desserts, Shake",,,,New Delhi,scraped,Unknown,Street Food
Carnivale,Connaught Place,"Fast Food, North Indian, Chinese, Rolls, Street Food",,,,New Delhi,scraped,Unknown,Fast Food
Soda Shopp,Connaught Place,"Asian, Pizza, Pasta, Sushi, Chinese, Alcoholic Beverages, Coffee",,,,New Delhi,scraped,Unknown,Asian
Noidawery,Connaught Place,"North Indian, Chinese, Italian, Sushi, Biryani, Continental, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
She's Here,Connaught Place,"Japanese, Asian, Sushi",,,,New Delhi,scraped,Unknown,Japanese
Big Pitcher,Connaught Place,"North Indian, Asian, Continental, Chinese, Oriental, Mediterranean, Fast Food, Biryani",,,,New Delhi,scraped,Unknown,North Indian
Raiya,Connaught Place,"Modern Indian, Asian, European, Middle Eastern",,,,New Delhi,scraped,Unknown,Modern Indian
Camo Modern Cookhouse,Connaught Place,"Modern Indian, Asian",,,,New Delhi,scraped,Unknown,Modern Indian
Monkey Bar,Connaught Place,"Burger, Mexican, Street Food, Pizza, Italian, Bar Food, North Indian, Fast Food",,,,New Delhi,scraped,Unknown,Burger
Hydrama,Connaught Place,"North Indian, Chinese, Fast Food, Biryani, Burger, Momos, Pizza, Pasta",,,,New Delhi,scraped,Unknown,North Indian
Bo Tai,Connaught Place,"Thai, Asian",,,,New Delhi,scraped,Unknown,Thai
Laidback Cafe,Connaught Place,"Asian, Oriental, Continental, Italian, Middle Eastern, North Indian, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Asian
Cafe Tesu,Connaught Place,"Italian, Continental, Asian, Desserts, Cafe, Beverages, Sandwich, Pasta",,,,New Delhi,scraped,Unknown,Italian
Quaff Brewing Co,Connaught Place,"North Indian, Continental, Asian, International, Salad, Desserts, Beverages, Coffee",,,,New Delhi,scraped,Unknown,North Indian
Bruno's Pizzeria-Artisanal Sourdough Pizza,Connaught Place,"Pizza, Italian, Pasta, Coffee",,,,New Delhi,scraped,Unknown,Pizza
La Fierte Restro Bar,Connaught Place,"North Indian, Italian, Bar Food",,,,New Delhi,scraped,Unknown,North Indian
Brewocrat - Brewery Skybar & Kitchen,Connaught Place,"Continental, Sushi, North Indian, Mediterranean, Asian, Pizza, American, Burger",,,,New Delhi,scraped,Unknown,Continental
Underdoggs,Connaught Place,"North Indian, Asian, Mexican, Continental, Finger Food",,,,New Delhi,scraped,Unknown,North Indian
Kitchen Craft - Hilton Gurugram Baani City Centre,Connaught Place,"North Indian, Thai, Asian, Chinese, Continental, European, Mediterranean",,,,New Delhi,scraped,Unknown,North Indian
Mamagoto,Connaught Place,"Chinese, Asian, Japanese, Sushi, Thai",,,,New Delhi,scraped,Unknown,Chinese
Music & Mountains - Hillside Cafe & Cocktail Garden,Connaught Place,"Italian, Continental, Fast Food, Salad, Desserts, Beverages, Shake",,,,New Delhi,scraped,Unknown,Italian
Bon Amigos - Euro & Pan-Asian Kitchen,Connaught Place,"European, Asian, Italian",,,,New Delhi,scraped,Unknown,European
Baba's,Connaught Place,"North Indian, Mughlai, Chinese, Salad, Desserts, Beverages, Ice Cream, Kebab",,,,New Delhi,scraped,Unknown,North Indian
Smoke House Deli,Connaught Place,"Italian, Sandwich, Salad, Burger, Desserts, Pasta, Beverages",,,,New Delhi,scraped,Unknown,Italian
Kakul House,Connaught Place,"Italian, European, Mediterranean, Beverages",,,,New Delhi,scraped,Unknown,Italian
Minerals Cafe,Connaught Place,"Cafe, North Indian, Continental, Asian, Chinese",,,,New Delhi,scraped,Unknown,Cafe
Takashi : Sushi Bar & Japanese Kitchen,Connaught Place,"Sushi, Japanese, Asian",,,,New Delhi,scraped,Unknown,Sushi
Atmanam,Connaught Place,"South Indian, Biryani",,,,New Delhi,scraped,Unknown,South Indian
Oscar Luxe Club | Air Bar,Connaught Place,"Bar Food, Continental, Desserts, Oriental, European, Lebanese, North Indian, Beverages",,,,New Delhi,scraped,Unknown,Bar Food
Mesa,Connaught Place,"European, Continental, Coffee, Desserts, Beverages",,,,New Delhi,scraped,Unknown,European
Cafe Delhi Heights,Connaught Place,"Italian, Chinese, North Indian, Continental",,,,New Delhi,scraped,Unknown,Italian
Mi Piaci,Connaught Place,"European, Italian, Pizza, Pasta, Desserts",,,,New Delhi,scraped,Unknown,European
Cling,Connaught Place,"Alcoholic Beverages, North Indian, Bar Food, Italian, Asian, Mediterranean, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Alcoholic Beverages
Pinch Of Spice,Connaught Place,"North Indian, Mughlai, Chinese, Continental, Fast Food, Biryani, Desserts, Pasta",,,,New Delhi,scraped,Unknown,North Indian
Yuvan Cafe & Restro,Connaught Place,"North Indian, Biryani, Fast Food, Beverages",,,,New Delhi,scraped,Unknown,North Indian
The Sky High,Connaught Place,"Continental, Chinese, Italian, North Indian",,,,New Delhi,scraped,Unknown,Continental
PAUL,Connaught Place,"International, Cafe, Coffee, Pizza, Fast Food, Salad, European, Desserts",,,,New Delhi,scraped,Unknown,International
